month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall,avg_cum_in_rainfall,avg_cum_acre_ft
1,1,2025,0,861237539,0,0,0
1,2,2025,0,861237539,0,0,0
1,3,2025,0,861237539,0,0,0
1,4,2025,0,861237539,0,0,0
1,5,2025,0,861237539,0,0,0
1,6,2025,0,861237539,0,0,0
1,7,2025,0,861237539,0,0,0
1,8,2025,0,861237539,0,0,0
1,9,2025,0,861237539,0,0,0
1,10,2025,20059109.779600002,861237539,23.291030489556963,0.9169678703738577,16262.185078570812
1,11,2025,20059109.779600002,861237539,23.291030489556963,0.9169678703738577,16262.185078570812
1,12,2025,20059109.779600002,861237539,23.291030489556963,0.9169678703738577,16262.185078570812
1,13,2025,20061881.569000002,861237539,23.294248869242566,0.9170945779820798,16264.432204825012
1,14,2025,20061881.569000002,861237539,23.294248869242566,0.9170945779820798,16264.432204825012
1,15,2025,20061881.569000002,861237539,23.294248869242566,0.9170945779820798,16264.432204825012
1,16,2025,20061881.569000002,861237539,23.294248869242566,0.9170945779820798,16264.432204825012
1,17,2025,20061950.2376,861237539,23.29432860171693,0.9170977170495956,16264.487875365454
1,18,2025,20229954.051400002,861237539,23.489401164386546,0.9247777238418984,16400.69078486346
1,19,2025,20229954.051400002,861237539,23.489401164386546,0.9247777238418984,16400.69078486346
1,20,2025,20229954.051400002,861237539,23.489401164386546,0.9247777238418984,16400.69078486346
1,21,2025,21503949.4483,861237539,24.9686625054322,0.9830162428388658,17433.53566986953
1,22,2025,21503949.4483,861237539,24.9686625054322,0.9830162428388658,17433.53566986953
1,23,2025,21503949.4483,861237539,24.9686625054322,0.9830162428388658,17433.53566986953
1,24,2025,21503949.4483,861237539,24.9686625054322,0.9830162428388658,17433.53566986953
1,25,2025,21503949.4483,861237539,24.9686625054322,0.9830162428388658,17433.53566986953
1,26,2025,22674173.3174,861237539,26.327432665937245,1.0365110240579494,18382.25160750397
1,27,2025,22720599.8567,861237539,26.381339442172177,1.0386333338383187,18419.8902157448
1,28,2025,22905111.3925,861237539,26.595579448494057,1.047067962887211,18569.476153370128
1,29,2025,23027951.3076,861237539,26.738211311989733,1.052683379353036,18669.064094028578
1,30,2025,29428486.953700002,861237539,34.17000028571676,1.345272911248669,23858.06282939238
1,31,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,1,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,2,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,3,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,4,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,5,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,6,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,7,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,8,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,9,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,10,2025,31913922.168700002,861237539,37.05588844368755,1.458890328027979,25873.037965937718
2,11,2025,31979201.564600002,861237539,37.131685645904014,1.4618744638792411,25925.960833881873
2,12,2025,44898465.7011,861237539,52.13249965071483,2.052456511248643,36399.77880362902
2,13,2025,45078099.215500005,861237539,52.34107568957233,2.0606681498984627,36545.4100649155
2,14,2025,45078099.215500005,861237539,52.34107568957233,2.0606681498984627,36545.4100649155
2,15,2025,45291403.01,861237539,52.58874695892697,2.0704189677729548,36718.33826672673
2,16,2025,45291423.0132,861237539,52.58877018503951,2.0704198821850057,36718.35448358501
2,17,2025,45291423.0132,861237539,52.58877018503951,2.0704198821850057,36718.35448358501
2,18,2025,45291423.0132,861237539,52.58877018503951,2.0704198821850057,36718.35448358501
2,19,2025,45499384.2555,861237539,52.83023811099809,2.079926474429995,36886.951407806024
2,20,2025,45499384.2555,861237539,52.83023811099809,2.079926474429995,36886.951407806024
2,21,2025,45499384.2555,861237539,52.83023811099809,2.079926474429995,36886.951407806024
2,22,2025,45541836.4243,861237539,52.8795301667639,2.0818671026654947,36921.36794142081
2,23,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
2,24,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
2,25,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
2,26,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
2,27,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
2,28,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
3,1,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
3,2,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
3,3,2025,47358690.6119,861237539,54.98911562411587,2.164921482121442,38394.31561378341
3,4,2025,49125103.2325,861237539,57.040132376881914,2.245670011677841,39826.36964195042
3,5,2025,50340655.6745,861237539,58.4515344430429,2.3012369110225994,40811.83405197205
3,6,2025,50340655.6745,861237539,58.4515344430429,2.3012369110225994,40811.83405197205
3,7,2025,50340655.6745,861237539,58.4515344430429,2.3012369110225994,40811.83405197205
3,8,2025,50342118.4759,861237539,58.45323293078148,2.3013037804848673,40813.01996437601
3,9,2025,50342118.4759,861237539,58.45323293078148,2.3013037804848673,40813.01996437601
3,10,2025,50342118.4759,861237539,58.45323293078148,2.3013037804848673,40813.01996437601
3,11,2025,50342118.4759,861237539,58.45323293078148,2.3013037804848673,40813.01996437601
3,12,2025,50342118.4759,861237539,58.45323293078148,2.3013037804848673,40813.01996437601
3,13,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,14,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,15,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,16,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,17,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,18,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,19,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,20,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,21,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,22,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,23,2025,50349928.5161,861237539,58.46230132346797,2.301660803104934,40819.351667058676
3,24,2025,58480707.257300004,861237539,67.90310989602604,2.6733454366065454,47411.08131882891
3,25,2025,58480707.257300004,861237539,67.90310989602604,2.6733454366065454,47411.08131882891
3,26,2025,58480707.257300004,861237539,67.90310989602604,2.6733454366065454,47411.08131882891
3,27,2025,85862055.80070001,861237539,99.69613714283302,3.9250369193133365,69609.50201676406
3,28,2025,99768281.7134,861237539,115.8429320547766,4.560736234996555,80883.462926372
3,29,2025,100355086.9043,861237539,116.52428320858411,4.5875610299219565,81359.19364046314
3,30,2025,100355086.9043,861237539,116.52428320858411,4.5875610299219565,81359.19364046314
