month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall,avg_cum_in_rainfall,avg_cum_acre_ft
1,1,2025,0,729510292,0,0,0
1,2,2025,0,729510292,0,0,0
1,3,2025,0,729510292,0,0,0
1,4,2025,0,729510292,0,0,0
1,5,2025,0,729510292,0,0,0
1,6,2025,0,729510292,0,0,0
1,7,2025,0,729510292,0,0,0
1,8,2025,0,729510292,0,0,0
1,9,2025,0,729510292,0,0,0
1,10,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,11,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,12,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,13,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,14,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,15,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,16,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,17,2025,15277151.9133,729510292,20.94165371048665,0.8244729065818596,12385.388714517565
1,18,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,19,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,20,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,21,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,22,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,23,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,24,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,25,2025,15630720.711000001,729510292,21.42631965910633,0.8435542049790162,12672.031605921085
1,26,2025,16172003.344,729510292,22.168300463127668,0.8727659892333364,13110.856581424941
1,27,2025,16568704.1907,729510292,22.712091073144176,0.8941750255496863,13432.467194295807
1,28,2025,16770114.123100001,729510292,22.988180299860666,0.9050446584055145,13595.752885103595
1,29,2025,16771916.0065,729510292,22.99065029023607,0.905141901926594,13597.213695760836
1,30,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
1,31,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,1,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,2,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,3,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,4,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,5,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,6,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,7,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
2,8,2025,19834128.359500002,729510292,27.188277639131652,1.0704024906526133,16079.789671540997
