month,day,year,daily_cum_cubic_m_across_basin,basin_area,avg_mm_rainfall,avg_cum_in_rainfall,avg_cum_acre_ft
1,1,2025,0,4868684378,0,0,0
1,2,2025,0,4868684378,0,0,0
1,3,2025,0,4868684378,0,0,0
1,4,2025,0,4868684378,0,0,0
1,5,2025,0,4868684378,0,0,0
1,6,2025,0,4868684378,0,0,0
1,7,2025,0,4868684378,0,0,0
1,8,2025,0,4868684378,0,0,0
1,9,2025,0,4868684378,0,0,0
1,10,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,11,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,12,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,13,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,14,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,15,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,16,2025,96850468.2556,4868684378,19.892533739347687,0.7831690533181185,78517.9530409959
1,17,2025,96850586.9817,4868684378,19.892558125011405,0.783170013381699,78518.04929381235
1,18,2025,96949143.3646,4868684378,19.91280104388808,0.7839669770978738,78597.95025437363
1,19,2025,96949143.3646,4868684378,19.91280104388808,0.7839669770978738,78597.95025437363
1,20,2025,96949143.3646,4868684378,19.91280104388808,0.7839669770978738,78597.95025437363
1,21,2025,97046755.3897,4868684378,19.932849997059307,0.784756304384225,78677.08561160092
1,22,2025,97046755.3897,4868684378,19.932849997059307,0.784756304384225,78677.08561160092
1,23,2025,97046755.3897,4868684378,19.932849997059307,0.784756304384225,78677.08561160092
1,24,2025,97046755.3897,4868684378,19.932849997059307,0.784756304384225,78677.08561160092
1,25,2025,97046755.3897,4868684378,19.932849997059307,0.784756304384225,78677.08561160092
1,26,2025,99518560.29010001,4868684378,20.440544624291523,0.8047442418583572,80681.0104721799
1,27,2025,100642707.2166,4868684378,20.671437990799244,0.8138345136977663,81592.37122423288
1,28,2025,100696244.2553,4868684378,20.68243419317004,0.8142674341851045,81635.77440819588
1,29,2025,100778899.3998,4868684378,20.699411088380888,0.8149358145495557,81702.78402488993
1,30,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
1,31,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,1,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,2,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,3,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,4,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,5,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,6,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,7,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,8,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,9,2025,115855003.7749,4868684378,23.795956932104914,0.9368468244169705,93925.18084636125
2,10,2025,116127583.5723,4868684378,23.851943267680845,0.939051006448595,94146.16488616676
2,11,2025,121022942.2667,4868684378,24.857422020117646,0.9786367049320318,98114.8967984516
2,12,2025,122983547.0268,4868684378,25.26011905444572,0.9944908871735281,99704.38495744752
2,13,2025,122983547.0268,4868684378,25.26011905444572,0.9944908871735281,99704.38495744752
2,14,2025,122983547.0268,4868684378,25.26011905444572,0.9944908871735281,99704.38495744752
2,15,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,16,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,17,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,18,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,19,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,20,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,21,2025,123063672.877,4868684378,25.276576447034582,0.9951388147197515,99769.34404186587
2,22,2025,123064289.28410001,4868684378,25.276703053536902,0.9951437992177479,99769.84377123843
2,23,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
2,24,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
2,25,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
2,26,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
2,27,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
2,28,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
3,1,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
3,2,2025,123065711.81740001,4868684378,25.276995233762513,0.9951553023532301,99770.99703776218
